Date,Publication,Section,Page,Title,Author,External URL,CoE URL,Words,Language,Translation,Hide,Comment
11/12/02,Dagblad van het Noorden,,22,Om wil optreden Korda verbieden,,https://www.dekrantvantoen.nl/vw/page.do?id=DVHN-DW-20021112-022&ed=00,https://www.churchofeuthanasia.org/press/dagblad5.html,80,Dutch,https://www.churchofeuthanasia.org/press/dagblad5_eng.html,,
11/11/02,VPRO,,,CDA wil optreden Chris Korda verbieden,,https://3voor12.vpro.nl/artikelen/overzicht/2002/november/cda-wil-optreden-chris-korda-verbieden.html,https://www.churchofeuthanasia.org/press/vpro2.html,418,Dutch,https://www.churchofeuthanasia.org/press/vpro2_eng.html,,
11/11/02,Het Parool,,,Perverse Korda ontdekt de Amsterdamse grenzen,Rob Rombouts,,https://www.churchofeuthanasia.org/press/hetparool2.html,767,Dutch,https://www.churchofeuthanasia.org/press/hetparool2_eng.html,,
11/11/02,Het Parool,,,Korda kan gang gaan in Paradiso,Bert Steinmetz,,https://www.churchofeuthanasia.org/press/hetparool3.html,250,Dutch,https://www.churchofeuthanasia.org/press/hetparool3_eng.html,,
11/11/02,Underground Dance News,,,Chris Korda: mensen zijn stomme apen,Henk Willem Smits,,https://www.churchofeuthanasia.org/press/henk4.html,723,Dutch,https://www.churchofeuthanasia.org/press/henk4_eng.html,,
11/08/02,ANP,,,OM alert op Church of Euthanasia,,,https://www.churchofeuthanasia.org/press/anp3.html,241,Dutch,https://www.churchofeuthanasia.org/press/anp3_eng.html,,
11/07/02,CDA,,,CDA wil géén optreden van haat propagerende groepering,Hans Res,,https://www.churchofeuthanasia.org/press/cda.html,249,Dutch,https://www.churchofeuthanasia.org/press/cda_eng.html,,
11/06/02,VPRO,,,"Chris Korda treedt op, nu echt",,https://3voor12.vpro.nl/artikelen/overzicht/2002/november/chris-korda-treedt-op-nu-echt.html,https://www.churchofeuthanasia.org/press/vpro1.html,176,Dutch,https://www.churchofeuthanasia.org/press/vpro1_eng.html,,
11/04/02,Provinciale Zeeuwse Courant,,,Paradiso geeft de ruimte aan zelfmoordkerk,,,https://www.churchofeuthanasia.org/press/pzc.html,131,Dutch,https://www.churchofeuthanasia.org/press/pzc_eng.html,,
11/04/02,Dagblad van het Noorden,,8,Zelfmoordprediker Korda alsnog naar Nederland,,https://www.dekrantvantoen.nl/vw/page.do?id=DVHN-DW-20021104-008&ed=00,https://www.churchofeuthanasia.org/press/dagblad1.html,165,Dutch,https://www.churchofeuthanasia.org/press/dagblad1_eng.html,,
11/03/02,Start,,,Voajerizam i tragedija 11. septembra,Belma Becirbašic,,https://www.churchofeuthanasia.org/press/start.html,1041,Bosnian,https://www.churchofeuthanasia.org/press/start_eng.html,,
11/02/02,ANP,,,Paradiso voor een keer Euthanasie-kerk,,,https://www.churchofeuthanasia.org/press/anp1.html,217,Dutch,https://www.churchofeuthanasia.org/press/anp1_eng.html,,
08/27/02,De:bug,,,Immer Ärger mit Chrissy,,http://de-bug.de/musik/immer-arger-mit-chrissy/,https://www.churchofeuthanasia.org/press/debug2.html,253,German,https://www.churchofeuthanasia.org/press/debug2_eng.html,,
08/26/02,Dagblad van het Noorden,,12,Gezelligheid verdrijft avontuur op Lowlands,Rob Broere,https://www.dekrantvantoen.nl/vw/page.do?id=DVHN-DW-20020826-012&ed=00,https://www.churchofeuthanasia.org/press/dagblad4.html,679,Dutch,https://www.churchofeuthanasia.org/press/dagblad4_eng.html,,minor reference
08/23/02,Dagbladet Information,,,Thorkild Bjørnvig - Chris Korda,Ejvind Larsen,http://www.information.dk/72059,https://www.churchofeuthanasia.org/press/dagbladetinfo2.html,1005,Danish,https://www.churchofeuthanasia.org/press/dagbladetinfo2_eng.html,,
08/20/02,Dagbladet Information,,,Bag livsstilsfængslets tremmer,Lotte Folke Kaarsholm,http://www.information.dk/71956,https://www.churchofeuthanasia.org/press/dagbladetinfo1.html,1193,Danish,https://www.churchofeuthanasia.org/press/lotte_english.html,,
07/30/02,Dagblad van het Noorden,,22,Schokkend nummer over 11 september op cd,,https://www.dekrantvantoen.nl/vw/page.do?id=DVHN-DW-20020730-022&ed=00,https://www.churchofeuthanasia.org/press/dagblad3.html,141,Dutch,https://www.churchofeuthanasia.org/press/dagblad3_eng.html,,
07/20/02,de Volkskrant,,,Lowlands weert dj wegens WTC-video,,http://www.volkskrant.nl/archief/lowlands-weert-dj-wegens-wtc-video~a631734/,https://www.churchofeuthanasia.org/press/volkskrant.html,320,Dutch,https://www.churchofeuthanasia.org/press/volkskrant_eng.html,,
07/19/02,Dagblad van het Noorden,,22,Chris Korda teleurgesteld in Nederland,Henk Willem Smits,http://www.dekrantvantoen.nl/vw/page.do?id=DVHN-DW-20020719-022&ed=00,https://www.churchofeuthanasia.org/press/henk3.html,311,Dutch,https://www.churchofeuthanasia.org/press/henk3_eng.html,,
07/18/02,VPRO,,,Chris Korda reageert op Lowlands afzegging,,https://3voor12.vpro.nl/artikelen/overzicht/2002/juli/chris-korda-reageert-op-lowlands-afzegging.html,https://www.churchofeuthanasia.org/press/vpro6.html,336,Dutch,https://www.churchofeuthanasia.org/press/vpro6_eng.html,,
07/18/02,De Subjectivisten,,,Would You Like To Watch?,Ariën Rasmijn,,https://www.churchofeuthanasia.org/press/subjectivisten.html,636,Dutch,https://www.churchofeuthanasia.org/press/subjectivisten_eng.html,,
07/17/02,VPRO,,,Lowlands schrapt optreden Chris Korda,,https://3voor12.vpro.nl/artikelen/overzicht/2002/juli/lowlands-schrapt-optreden-chris-korda.html,https://www.churchofeuthanasia.org/press/vpro4.html,479,Dutch,https://www.churchofeuthanasia.org/press/vpro4_eng.html,,
07/17/02,Dagblad van het Noorden,,26,Lowlands schrapt zelfmoordprediker,Henk Willem Smits,https://www.dekrantvantoen.nl/vw/page.do?id=DVHN-DW-20020717-026&ed=00,https://www.churchofeuthanasia.org/press/henk2.html,261,Dutch,https://www.churchofeuthanasia.org/press/henk2_eng.html,,
07/16/02,ANP,,,Lowlands schrapt 'anti-mens' artiest,,,https://www.churchofeuthanasia.org/press/anp4.html,140,Dutch,https://www.churchofeuthanasia.org/press/anp4_eng.html,,
07/16/02,Dagblad van het Noorden,,22,Chris Korda ziet mensen het liefst dood,Henk Willem Smits,http://www.dekrantvantoen.nl/vw/page.do?id=DVHN-DW-20020716-022&ed=00,https://www.churchofeuthanasia.org/press/henk1.html,526,Dutch,https://www.churchofeuthanasia.org/press/henk1eng.html,,
07/16/02,Dagblad van het Noorden,,1,Optreden Korda aan zijden draad,,https://www.dekrantvantoen.nl/vw/page.do?id=DVHN-DW-20020716-001&ed=00,https://www.churchofeuthanasia.org/press/dagblad2.html,77,Dutch,https://www.churchofeuthanasia.org/press/dagblad2_eng.html,,
07/15/02,De:bug,,,Chris Korda darf nicht spielen,,,https://www.churchofeuthanasia.org/press/debug1.html,216,German,https://www.churchofeuthanasia.org/press/debug1_eng.html,,
07/05/02,Berliner-Zeitung,,11,Was haben Sie Gegen die Menschheit?,Harald Peters,"http://www.berliner-zeitung.de/archiv/was-haben-sie-gegen-die-menschheit-,10810590,10009194.html",https://www.churchofeuthanasia.org/press/berlinerzeitung.html,653,German,https://www.churchofeuthanasia.org/press/berlinerzeitung_eng.html,,
06/29/02,Mekka,,,czyli Chris Korda w Szczecinie,,,https://www.churchofeuthanasia.org/press/mekka.html,486,Polish,https://www.churchofeuthanasia.org/press/mekka_eng.html,,
06/01/02,Têtu,,40,The man of the future,Tiphaine Kazi-Tani,,https://www.churchofeuthanasia.org/press/tetu.html,583,French,https://www.churchofeuthanasia.org/press/tetu_eng.html,,
06/01/02,Spex,,30,Reverend Chris Korda: Strychnin und Verzweiflung,Hiäs Wrba,,https://www.churchofeuthanasia.org/press/spex.html,866,German,https://www.churchofeuthanasia.org/press/spex_eng.html,,
04/18/02,De:bug,,,You're not allowed to watch,,http://de-bug.de/musik/youre-not-allowed-to-watch/,https://www.churchofeuthanasia.org/press/debug4.html,63,German,https://www.churchofeuthanasia.org/press/debug4_eng.html,,
03/23/02,D-i-r-t-y,,,Church of Euthanasia,Eva-marie Pinon,,https://www.churchofeuthanasia.org/press/dirty.html,832,French,https://www.churchofeuthanasia.org/press/dirty_eng.html,,
03/03/02,Clubbing Spain,,,Chris Korda,David Puente,http://www.clubbingspain.com/entrevistas/2002/chris-korda.html,https://www.churchofeuthanasia.org/press/clubbing_spain.html,1628,Spanish,https://www.churchofeuthanasia.org/press/clubbing_spain_eng.html,,
12/20/01,Boston Phoenix,,7,The pornography of terror,Chris Wright,http://www.bostonphoenix.com/boston/news_features/this_just_in/documents/02063812.htm,https://www.churchofeuthanasia.org/press/phoenix1.html,646,English,,,
10/12/01,De:bug,,,Church of Euthanasia feiert WTC einsturz,,http://de-bug.de/musik/church-of-euthanasia-feiert-wtc-einsturz/,https://www.churchofeuthanasia.org/press/debug5.html,96,German,https://www.churchofeuthanasia.org/press/debug5_eng.html,,
10/01/01,Loaded,,130,Church of the Poisoned Mind,Will Storr,,https://www.churchofeuthanasia.org/press/loadedint.html,2156,English,,,
09/13/01,Belio,,,Chris Korda y la iglesia de la eutanasia,Álex Balaclava,,https://www.churchofeuthanasia.org/press/belio.html,4531,Spanish,https://www.churchofeuthanasia.org/press/belio_eng.html,,https://www.churchofeuthanasia.org/press/belio-interview.html
08/01/01,El País,,,Retirada una de las piezas de 'Trans Sexual Express',Catalina Serra,http://elpais.com/diario/2001/08/01/catalunya/996628054_850215.html,https://www.churchofeuthanasia.org/press/elpais.html,492,Spanish,https://www.churchofeuthanasia.org/press/elpais_eng.html,,
08/01/01,El Mundo,Catalunya,,Censuradas varias imágenes de la exposición «Trans Sexual Express»,Silvia Taules,,,401,Spanish,https://www.churchofeuthanasia.org/press/elmundo_eng.html,,orig paywalled
08/01/01,El Mundo,Cultura,,Denuncian que la Generalitat censura la exposición «Trans Sexual Express»,,,,,Spanish,,y,"orig paywalled, may not ref CoE"
03/18/01,Pagina/12,,,Para comerte mejor,Mariana Enríquez,,https://www.churchofeuthanasia.org/press/pagina12.html,2363,Spanish,https://www.churchofeuthanasia.org/press/pagina12_eng.html,,
11/26/99,Taz Hamburg,,23,Suicide Commando,Ted Gaier,,https://www.churchofeuthanasia.org/press/tazhamburg.html,526,German,https://www.churchofeuthanasia.org/press/tazhamburg_eng.html,,
11/25/99,Taz,Kultur,23,Wie es ihm gefällt,Jörg Sundermeier,https://taz.de/!1260395/,https://www.churchofeuthanasia.org/press/taz2.html,385,German,https://www.churchofeuthanasia.org/press/taz2_eng.html,,
11/03/99,Shovel,,6,Purity Is For Losers,Chad Parenteau,,https://www.churchofeuthanasia.org/press/purity.html,7257,English,,,
11/01/99,Fetiche,,33,Chris Korda,José C. Cabezas,,https://www.churchofeuthanasia.org/press/fetiche.html,4200,Spanish,https://www.churchofeuthanasia.org/press/fetiche_eng.html,,
08/02/99,Getting It,,,Death to All Humans!,Mark Dery,,https://www.churchofeuthanasia.org/press/gettingit.html,1081,English,,,
08/01/99,De:bug,,,Chris Korda & the Church of Euthanasia,Sascha Kösch,http://de-bug.de/mag/chris-korda/,https://www.churchofeuthanasia.org/press/debug0.html,2531,German,https://www.churchofeuthanasia.org/press/debug0_eng.html,,
07/24/99,Berliner Zeitung,,,Du sollst dich nicht vermehren,Harald Peters,"http://www.berliner-zeitung.de/archiv/chris-korda-macht-dancemusic-und-will-die-menschheit-missionieren-du-sollst-dich-nicht-vermehren,10810590,9686744.html",https://www.churchofeuthanasia.org/press/berlinerzeitung2.html,529,German,https://www.churchofeuthanasia.org/press/berlinerzeitung2_eng.html,,
07/15/99,Die Wochenzeitung,,17,"Danke, dass Sie hier nicht atmen","Ted Gaier, Suzanne Zahnd",,https://www.churchofeuthanasia.org/press/die_wochenzeitung.html,2489,German,https://www.churchofeuthanasia.org/press/die_wochenzeitung_eng.html,,
07/14/99,Jungle World,,,Boring propaganda doesn't work,"Oke Göttlich, Jörg Sundermeier",,https://www.churchofeuthanasia.org/press/jungleworld.html,1371,German,https://www.churchofeuthanasia.org/press/jungleworld_eng.html,,
07/01/99,Beam Me Up,,,Antisemit Superstar,,,https://www.churchofeuthanasia.org/press/beammeup.html,1025,German,https://www.churchofeuthanasia.org/press/beammeup_eng.html,,
07/01/99,Skug,,,Chris Korda & the Church of Euthanasia,Didi Neidhart,,https://www.churchofeuthanasia.org/press/skug.html,323,German,https://www.churchofeuthanasia.org/press/skug_eng.html,,
07/01/99,Disco 2000,,,Chris Korda: Thank You For Not Breeding,Venus23,,https://www.churchofeuthanasia.org/press/disco2000.html,1377,German,https://www.churchofeuthanasia.org/press/disco2000_eng.html,,
07/01/99,Stop,,86,Chris Korda en de Church of Euthanasia,,,,,Dutch,,,
07/01/99,Magic Feet,,,Euth TV,,,https://www.churchofeuthanasia.org/press/magicfeet.html,2005,English,,,
04/05/99,New York Post,,8,It might be the sickest CD ever,Richard Johnson,,https://www.churchofeuthanasia.org/press/nypost6.html,214,English,,,
04/01/99,The Noise,,22,Chris Korda: The Church of Euthanasia,Einstein,,https://www.churchofeuthanasia.org/press/noise_einstein.html,2040,English,,,
03/17/99,Icon,,64,The Church of Euthanasia,Shari Roman,,https://www.churchofeuthanasia.org/press/icon.html,4114,English,,,
11/01/98,Connection,,38,Dada und Religion,Haimo Schulz Meinen,,https://www.churchofeuthanasia.org/press/connection.html,1833,German,https://www.churchofeuthanasia.org/press/connection_eng.html,,
10/01/98,Daily News,,15,Bet he'd like to stash that youth in Asia,Mitchell Fink,,https://www.churchofeuthanasia.org/press/dailynews.html,236,English,,,
08/19/98,Observer-Reporter,B,4,Environmental site cut from Internet,AP,,https://www.churchofeuthanasia.org/press/observer_reporter.html,346,English,,,
04/15/98,The Realist,,11,Smart Bombs,Rev. Chris Korda,,https://www.churchofeuthanasia.org/press/smartbombs.html,799,English,,,
08/01/97,Buzz,,1,Chris Korda: Save The Planet--Kill Yourself,Sasha Kösch,,https://www.churchofeuthanasia.org/press/buzz.html,2423,German,https://www.churchofeuthanasia.org/press/buzz_eng.html,,
07/21/97,New York Post,,8,Loonies mix it up on Springer show,Richard Johnson,,https://www.churchofeuthanasia.org/press/nypost5.html,411,English,,,
07/18/97,Executive Intelligence Review,,22,Prince Philip's Malthusians Launch New Age Killer Cults,"Mark Burdman, Roger Moore",http://www.larouchepub.com/eiw/public/1997/eirv24n29-19970718/index.html,https://www.churchofeuthanasia.org/press/larouche.html,3424,English,,,
05/27/97,Boston Magazine,,168,City Journal: Weird Scion,Dan Burrows,,https://www.churchofeuthanasia.org/press/bostonmag2.html,3079,English,,,
04/21/97,Neues Deutschland,,,"Wer sich vermerht, fliegt raus",Ingolf Bossenz,,https://www.churchofeuthanasia.org/press/neuesdeutsch.html,697,English,,,
04/03/97,Cambridge Chronicle,,3,Euthanasia Group to Honor Deceased,,,https://www.churchofeuthanasia.org/press/cambchron.html,118,English,,,
03/15/97,La Revue du Liban,,,"Sauvez la planète, tuez-vous!",,,https://www.churchofeuthanasia.org/press/cyberroute.html,456,French,https://www.churchofeuthanasia.org/press/cyberroute_eng.html,,
03/01/97,The Web Magazine,,66,Killing Me Softly,,,,,English,,,
12/01/96,Der Spiegel,,150,"Macht Liebe, nicht Babies",Henryk M. Broder,http://www.spiegel.de/spiegel/print/d-9123239.html,https://www.churchofeuthanasia.org/press/derspiegel_german.html,1849,German,https://www.churchofeuthanasia.org/press/derspieg.html,,
12/01/96,Outside Magazine,,114,Is Anything OK Anymore?,,,,,English,,,
11/15/96,Boston Phoenix,Arts,2,Eight Days a Week,,,,,English,,,
11/01/96,Wired,,72,Scans: You Are the Problem,Kate Rix,http://archive.wired.com/wired/archive/4.11/scans.html,https://www.churchofeuthanasia.org/press/wired.html,158,English,,,
11/01/96,Stuff Magazine,,885,The Satanic Versus,Chris Wright,,https://www.churchofeuthanasia.org/press/stuff.html,1242,English,,,
09/24/96,Boston Tab,,3,Hub Scout: I Saw the Light!,Joe Mont,,https://www.churchofeuthanasia.org/press/bostontab.html,899,English,,,
09/17/96,SFGate,,,The 'Unabomber for President' campaign,Scott Winokur,http://www.sfgate.com/news/article/The-Unabomber-for-President-campaign-3123958.php,https://www.churchofeuthanasia.org/press/sfgate.html,717,English,,,
09/15/96,New York Times,,,They Call It Luddite Love,,http://www.nytimes.com/1996/09/15/magazine/they-call-it-luddite-love.html,https://www.churchofeuthanasia.org/press/luddite_love.html,292,English,,,
09/09/96,Pacifica Radio,,,Unapack in Chicago,Julie Drizin,http://www.punkcommunity.com/unapack/press/pacifica.html,https://www.churchofeuthanasia.org/press/pacifica_radio.html,3200,English,,,
05/13/96,New York Magazine,,12,Breaking the Umbilical Korda,,,https://www.churchofeuthanasia.org/press/newyork.html,208,English,,,
05/01/96,Time Out New York,,97,"Bitch, Bitch, Bitch...",,,https://www.churchofeuthanasia.org/press/timeoutny.html,168,English,,,
04/12/96,Boston Phoenix,Styles,1,The Four Pillars of Euthanism,David Grad,,https://www.churchofeuthanasia.org/press/david_grad.html,3019,English,,,"reprint of New York Press ""Eat Me"""
04/06/96,Chicago Tribune,,,Unabomber Gets Internet Backing,Cornelia Grumman,http://articles.chicagotribune.com/1996-04-06/news/9604100017_1_technological-system-write-in-manifesto,https://www.churchofeuthanasia.org/press/chicago_tribune.html,349,English,,,
03/29/96,New York Post,,8,Lost cause,Richard Johnson,,https://www.churchofeuthanasia.org/press/nypost4.html,80,English,,,
03/15/96,New York Post,,8,"Article was un-Fair, writer fumes",Richard Johnson,,https://www.churchofeuthanasia.org/press/nypost3.html,244,English,,,
03/08/96,New York Press,,1,Eat Me: Rev. Chris Korda Dines for Our Sins,David Grad,,https://www.churchofeuthanasia.org/press/david_grad.html,3019,English,,,
03/08/96,New York Post,,8,Way-off-spring,Richard Johnson,,https://www.churchofeuthanasia.org/press/nypost2.html,89,English,,,
03/07/96,New York Post,,8,Weird web site of book biggie's son,Richard Johnson,,https://www.churchofeuthanasia.org/press/nypost1.html,450,English,,,
02/27/96,Village Voice,,18,Fetal Attraction,,,,,English,,,
01/01/96,Boston Magazine,,16,Reach Out and Kill Yourself,David Wildman,,https://www.churchofeuthanasia.org/press/bostonmag1.html,204,English,,,
11/17/95,Boston Phoenix,Styles,5,Virtually childless,Ann Harrison,,https://www.churchofeuthanasia.org/press/phoenix2.html,522,English,,,
09/04/95,Time,,64,Hot Zines on the Web,,,,,English,,,
07/01/95,Greetings Magazine,,12,"20,000 Came To See 'What's New'",,,,,English,,,
01/01/95,Outside Magazine,,50,...A Time to Pull the Plug,,,https://www.churchofeuthanasia.org/press/outside1.html,201,English,,,
12/01/94,Etcetera,,19,An Interview with the Reverend Chris Korda,Lex Marburger,,https://www.churchofeuthanasia.org/press/etcetera.html,1267,English,,,
07/16/92,Daily News,,34,(picture only),,,,,English,,,
07/15/92,Daily News,,26,Nearly died laughing ,,,https://www.churchofeuthanasia.org/press/dailynews2.html,64,English,,,
